[2024-07-25 21:00:08,253] [INFO] [real_accelerator.py:191:get_accelerator] Setting ds_accelerator to cuda (auto detect)
skip model.decoder.layers.0.fc1.bias
skip model.decoder.layers.0.fc2.bias
skip model.decoder.layers.1.fc1.bias
skip model.decoder.layers.1.fc2.bias
skip model.decoder.layers.2.fc1.bias
skip model.decoder.layers.2.fc2.bias
skip model.decoder.layers.3.fc1.bias
skip model.decoder.layers.3.fc2.bias
skip model.decoder.layers.4.fc1.bias
skip model.decoder.layers.4.fc2.bias
skip model.decoder.layers.5.fc1.bias
skip model.decoder.layers.5.fc2.bias
skip model.decoder.layers.6.fc1.bias
skip model.decoder.layers.6.fc2.bias
skip model.decoder.layers.7.fc1.bias
skip model.decoder.layers.7.fc2.bias
skip model.decoder.layers.8.fc1.bias
skip model.decoder.layers.8.fc2.bias
skip model.decoder.layers.9.fc1.bias
skip model.decoder.layers.9.fc2.bias
skip model.decoder.layers.10.fc1.bias
skip model.decoder.layers.10.fc2.bias
skip model.decoder.layers.11.fc1.bias
skip model.decoder.layers.11.fc2.bias
skip model.decoder.layers.12.fc1.bias
skip model.decoder.layers.12.fc2.bias
skip model.decoder.layers.13.fc1.bias
skip model.decoder.layers.13.fc2.bias
skip model.decoder.layers.14.fc1.bias
skip model.decoder.layers.14.fc2.bias
skip model.decoder.layers.15.fc1.bias
skip model.decoder.layers.15.fc2.bias
skip model.decoder.layers.16.fc1.bias
skip model.decoder.layers.16.fc2.bias
skip model.decoder.layers.17.fc1.bias
skip model.decoder.layers.17.fc2.bias
skip model.decoder.layers.18.fc1.bias
skip model.decoder.layers.18.fc2.bias
skip model.decoder.layers.19.fc1.bias
skip model.decoder.layers.19.fc2.bias
skip model.decoder.layers.20.fc1.bias
skip model.decoder.layers.20.fc2.bias
skip model.decoder.layers.21.fc1.bias
skip model.decoder.layers.21.fc2.bias
skip model.decoder.layers.22.fc1.bias
skip model.decoder.layers.22.fc2.bias
skip model.decoder.layers.23.fc1.bias
skip model.decoder.layers.23.fc2.bias
{'loss': 8.8252, 'learning_rate': 4.992308283978156e-05, 'epoch': 0.01}
{'loss': 8.0807, 'learning_rate': 4.984616567956311e-05, 'epoch': 0.02}
{'loss': 7.6774, 'learning_rate': 4.976924851934467e-05, 'epoch': 0.02}
{'loss': 7.555, 'learning_rate': 4.969233135912622e-05, 'epoch': 0.03}
{'loss': 7.4722, 'learning_rate': 4.9615414198907776e-05, 'epoch': 0.04}
{'loss': 7.4499, 'learning_rate': 4.953849703868933e-05, 'epoch': 0.05}
{'loss': 7.3223, 'learning_rate': 4.946157987847089e-05, 'epoch': 0.05}
{'loss': 7.2969, 'learning_rate': 4.938466271825245e-05, 'epoch': 0.06}
{'loss': 7.2383, 'learning_rate': 4.9307745558034005e-05, 'epoch': 0.07}
{'loss': 7.2098, 'learning_rate': 4.9230828397815556e-05, 'epoch': 0.08}
{'loss': 7.1437, 'learning_rate': 4.915391123759711e-05, 'epoch': 0.08}
{'loss': 7.106, 'learning_rate': 4.9076994077378664e-05, 'epoch': 0.09}
{'loss': 7.1496, 'learning_rate': 4.900007691716022e-05, 'epoch': 0.1}
{'loss': 7.0696, 'learning_rate': 4.892315975694178e-05, 'epoch': 0.11}
{'loss': 7.0549, 'learning_rate': 4.884624259672333e-05, 'epoch': 0.12}
{'loss': 6.9417, 'learning_rate': 4.8769325436504886e-05, 'epoch': 0.12}
{'loss': 6.9917, 'learning_rate': 4.8692408276286443e-05, 'epoch': 0.13}
{'loss': 6.9209, 'learning_rate': 4.8615491116067994e-05, 'epoch': 0.14}
{'loss': 6.7797, 'learning_rate': 4.853857395584955e-05, 'epoch': 0.15}
{'loss': 6.8183, 'learning_rate': 4.84616567956311e-05, 'epoch': 0.15}
{'loss': 6.8219, 'learning_rate': 4.838473963541266e-05, 'epoch': 0.16}
{'loss': 6.7572, 'learning_rate': 4.830782247519422e-05, 'epoch': 0.17}
{'loss': 6.789, 'learning_rate': 4.8230905314975774e-05, 'epoch': 0.18}
{'loss': 6.7155, 'learning_rate': 4.815398815475733e-05, 'epoch': 0.18}
{'loss': 6.6537, 'learning_rate': 4.807707099453889e-05, 'epoch': 0.19}
